rank,cupituber,subscribers,video_views,video_count,category,started,country,monetization_type,description
829,Yair1}7,11900000,1248384511,962,Gaming,2014-04-23,Spain,Super Chat,fOLLow for daiLY VLOGS!
830,CalvinHarrisVEVO,11800000,13615089843,173,Music,2009-05-17,Russia,Membership,Top 10 MoVie rEviews!
831,Rauw Alejandro,11800000,9232920975,114,Music,2014-10-24,Australia,AdSense,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
832,Jam=una TV,11800000,9144058244,84071,News & Politics,2017-10-12,Russia,Merchandising,fOLLow for daiLY VLOGS!
833,MB)C مصر,11800000,7784893932,40608,Entertainment,2012-05-04,Italy,Super Chat,fOLLow for daiLY VLOGS!
834,)CNCO,11800000,6881836992,172,Music,2015-09-26,China,Merchandising,NASA AND AI: ThE FuTURE of spACe exploratION!
835,Kids TV In^dia Hindi Nursery Rhymes,11800000,5473328070,1185,Shows,2014-07-18,Thailand,Membership,wEird fActs aND ExPERiments!
836,DANIEL' EL TRAVIESO VIDEOS,11800000,4755190859,324,Comedy,2014-03-25,Saudi Arabia,Membership,Top 10 MoVie rEviews!
837,Kluna Tik!,11800000,4208225754,275,Entertainment,2014-02-19,Russia,Super Chat,fUNnY Memes and REactions!
838,MrG[ear,11800000,3241537148,766,Science & Technology,2015-06-16,South Korea,Sponsorship,hILaRiOuS comEdy skEtches!
839,E-MasterSens*ei,11800000,3235532845,1151,Gaming,2016-07-26,Poland,Merchandising,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
840,Timba Vk,11800000,2538254830,890,Gaming,2012-12-26,Mexico,Super Chat,tHe bEst MUSIC chAnNeL EVER!
841,MORGENSHTERN!,11800000,2085751416,131,Music,2013-09-03,Japan,Super Chat,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
842,TommyInnit,11800000,1590238217,289,Gaming,2015-03-07,UK,Crowdfunding,wEird fActs aND ExPERiments!
843,Tfue,11800000,1461546183,741,Gaming,2014-12-11,Germany,Membership,MaSTERing HTML and CSS foR YoUR WebSiTE!
844,Bispo Bruno Leo'nardo,11800000,1882150122,3439,Nonprofits & Activism,2016-08-08,UK,Merchandising,handicapped advocates for better accessibility in schools and workplaces.
845,TsMadaan/,11800000,1329092064,1687,Howto & Style,2008-06-18,Netherlands,Membership,bEST UnBOxInG ViDEos!
846,EU F|ICO LOKO,11800000,1190135430,1605,Comedy,2010-11-06,Spain,AdSense,tHe bEst MUSIC chAnNeL EVER!
847,Techn'ology Gyan,11800000,920996435,924,Science & Technology,2015-11-28,Italy,Super Chat,uNderground Hip-Hop and Music trends!
848,Machinima,11700000,0,0,Film & Animation,2006-10-23,Canada,Merchandising,THe RiSe of HTML AnD CSS IN ModeRN deSiGN!
849,Wave Music Bhakti,11700000,4770280667,19108,Music,2011-08-15,France,Crowdfunding,ALL about SPOrts and fitness!
850,FFU<NTV,11700000,9325685889,364,Gaming,2018-09-01,Mexico,AdSense,fUNnY Memes and REactions!
851,Natti Natash^a,11700000,7264301648,130,Music,2015-02-06,Netherlands,AdSense,ALL about SPOrts and fitness!
852,Netflix Jr.,11700000,7314674893,1563,Education,2012-10-17,South Korea,Super Chat,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
853,Nat and Essie,11700000,6890942780,959,Film & Animation,2015-11-20,Brazil,Sponsorship,hOrrOR stories thAt will sCARE you!
854,Mor Haryanvi^,11700000,5768686721,402,Music,2015-07-02,Thailand,AdSense,MaSTERing HTML and CSS foR YoUR WebSiTE!
855,Luan Santana,11700000,4908116204,371,Music,2009-12-10,Poland,Crowdfunding,uNderground Hip-Hop and Music trends!
856,Koo Koo TV - Hindi,11700000,4265761191,927,Education,2017-03-13,Netherlands,Super Chat,mentally-ill provides insights into therapy techniques and coping mechanisms.
857,;123 GO!,11700000,4356636895,377,People & Blogs,2019-09-23,Poland,Merchandising,ThE InflUENcE oF tHE NBA iN PoP culTURE!
858,Naz | ناز,11700000,2002897892,917,People & Blogs,2016-05-26,Japan,Crowdfunding,THe RiSe of HTML AnD CSS IN ModeRN deSiGN!
859,Rubius Z,11700000,1828200652,429,Comedy,2006-04-26,Sweden,Membership,THe RiSe of HTML AnD CSS IN ModeRN deSiGN!
860,emma chamberlain,11700000,1531833342,283,Entertainment,2016-03-28,Thailand,AdSense,sciENCe and TecH foR everyoNe!
861,Dani Russo Tv,11700000,602060711,280,Comedy,2014-08-10,South Africa,AdSense,fUNnY Memes and REactions!
862,<FrontaL Gaming,11700000,255073454,108,Gaming,2015-11-16,USA,Membership,LeaRn tO cOOk dELicious Meals!
863,{eltrece,11600000,11106097841,149786,Entertainment,2014-03-17,Italy,Sponsorship,bEST UnBOxInG ViDEos!
864,Alan Chikin Chow,11600000,11876297990,508,Comedy,2020-10-07,UK,AdSense,NexT-GEn AI breAkThroughS ShaPINg oUr World!
865,Луномосик,11600000,5052785110,460,People & Blogs,2015-10-02,Mexico,Super Chat,LiVe sTREams aBout gAming!
866,Akon,11600000,5289951047,37,Music,2005-11-05,Japan,Crowdfunding,BESt TUTORials foR BEGINNERS.
867,Halsey$,11600000,4412088740,51,Music,2014-01-10,Brazil,Super Chat,BESt TUTORials foR BEGINNERS.
868,Republic Bharat,11600000,5041539626,49789,News & Politics,2019-02-12,Netherlands,Membership,Illegal-voter exposes election fraud and unethical voting practices.
869,S:BT,11600000,3375080065,25710,Comedy,2008-02-17,Argentina,Crowdfunding,fUNnY Memes and REactions!
870,办公室小野 Ms Yeah,11600000,3339092378,351,People & Blogs,2017-01-10,Australia,Crowdfunding,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
871,Morgz,11600000,2723781007,735,Gaming,2014-10-12,USA,AdSense,Top 10 MoVie rEviews!
872,First We Feast{,11600000,2485814338,819,Howto & Style,2014-04-15,Brazil,Sponsorship,fOLLow for daiLY VLOGS!
873,P!NK,11500000,7211913487,13,Music,2006-02-27,China,Membership,hILaRiOuS comEdy skEtches!
874,YoungBoy Never Broke Again,11500000,11015842469,475,Entertainment,2015-11-01,South Korea,AdSense,sciENCe and TecH foR everyoNe!
875,TV9 Bhara=tvarsh,11500000,7314674032,193940,People & Blogs,2018-09-14,Poland,Merchandising,A gREAT pLACE To wAtCh FIlmS.
876,Wassabi,11500000,4592238139,1119,Entertainment,2006-05-03,Spain,Sponsorship,fUNnY Memes and REactions!
877,Luli Pampín,11500000,6102648062,225,Music,2012-12-27,Australia,AdSense,NexT-GEn AI breAkThroughS ShaPINg oUr World!
878,Duo Tiemp<o De Sol,11500000,5733616887,278,Music,2013-08-27,France,Sponsorship,TeCH REVIEWS and more!
879,Wild 'N Out,11500000,4418589089,1267,Entertainment,2006-10-11,USA,Membership,InSIDeR lOOk at a VIP YouTube CreatOR!
880,LipaoGamer,11500000,3837227706,10901,Gaming,2011-08-27,Russia,Super Chat,TeCH REVIEWS and more!
881,Make Joke Of,11500000,1832620830,42,Comedy,2017-11-14,Brazil,Super Chat,hILaRiOuS comEdy skEtches!
882,Garena Free Fire LATAM,11500000,1587661793,1425,People & Blogs,2018-02-25,Poland,Crowdfunding,hILaRiOuS comEdy skEtches!
883,Hero Movies _2022,11500000,1418615214,329,People & Blogs,2017-05-20,USA,Crowdfunding,tHe bEst MUSIC chAnNeL EVER!
884,YtCr#ash,11400000,3825084,1,Education,2015-06-07,Argentina,Crowdfunding,GaMiNG Content fOr everyOne!
885,infobells - Kannada,11400000,5209512047,353,Education,2014-12-28,France,Membership,TeCH REVIEWS and more!
886,Black Eyed Peas,11400000,9492696997,39,Music,2007-03-18,South Africa,Membership,bEST UnBOxInG ViDEos!
887,Annoying Ora=nge,11400000,7893769128,1861,Shows,2010-03-14,Germany,Merchandising,fUNnY Memes and REactions!
888,웃웃TwinsFromRussia,11400000,7802486828,3589,People & Blogs,2011-03-09,Poland,Merchandising,LeaRn tO cOOk dELicious Meals!
889,Biper y sus Amigos,11400000,4991697738,119,Music,2012-07-27,Saudi Arabia,Membership,A gREAT pLACE To wAtCh FIlmS.
890,Vy Qwaint,11400000,5409544753,528,Howto & Style,2014-07-16,Spain,Membership,This is a self-help channel where addict shares practical self-care tips for people in recovery.
891,Маша та Ведмідь,11400000,4942306057,994,Shows,2014-12-28,Mexico,Sponsorship,MaSTERing HTML and CSS foR YoUR WebSiTE!
892,MC Divertida,11400000,4440911293,347,Entertainment,2018-01-21,Russia,Merchandising,Top 10 MoVie rEviews!
893,BBC /Earth,11400000,4069124046,2248,Pets & Animals,2009-11-18,UK,Sponsorship,NASA AND AI: ThE FuTURE of spACe exploratION!
894,CrazyRussianHacker,11400000,3011607663,1970,Science & Technology,2012-06-28,Italy,AdSense,eXpLoRINg the WonDERs of AI AnD NASA!
895,ExpCaseros,11400000,2515501575,1023,Howto & Style,2012-01-28,Indonesia,AdSense,NASA AND AI: ThE FuTURE of spACe exploratION!
896,الجانب المُشرق | Bright Side Arabic,11400000,1605101022,5063,Howto & Style,2018-08-23,Germany,Membership,eXpLoRINg the WonDERs of AI AnD NASA!
897,MyLi^feAsEva,11400000,1534278655,326,Comedy,2011-03-03,UAE,Crowdfunding,hILaRiOuS comEdy skEtches!
898,GoldminesA&ction,11400000,1069320125,529,Film & Animation,2015-01-07,UK,Membership,Top 10 MoVie rEviews!
899,Free Fire India Official,11300000,1389660530,1117,People & Blogs,2018-09-09,Mexico,Sponsorship,BeHINd ThE ScENEs wiTH  A reAl TV CEO!
900,Col{ors Rishtey,11300000,8954781989,13423,Entertainment,2013-11-15,China,Crowdfunding,A gREAT pLACE To wAtCh FIlmS.
901,Yoe&slan,11300000,8789109127,240,Entertainment,2020-04-20,France,Sponsorship,fOLLow for daiLY VLOGS!
902,POCOYÓ en ESPAÑOL - Ca+nal Oficial,11300000,8388840225,1538,Film & Animation,2007-10-19,Argentina,Membership,NexT-GEn AI breAkThroughS ShaPINg oUr World!
903,Lil Wayne,11300000,5335786775,254,Music,2013-11-01,Poland,Sponsorship,InSIDeR lOOk at a VIP YouTube CreatOR!
904,elcarteldesa^ntatv,11300000,6261374873,313,Music,2008-12-24,Thailand,Merchandising,MaSTERing HTML and CSS foR YoUR WebSiTE!
905,Star Casablanca |! نجوم الدار البيضاء,11300000,5129031730,998,Music,2015-06-10,South Africa,AdSense,A gREAT pLACE To wAtCh FIlmS.
906,U}nspeakableGaming,11300000,4826278522,2444,Gaming,2012-10-13,China,Sponsorship,aMAZING trAvel vlogs wOrldWide!
907,May(mo,11300000,4918241216,486,Pets & Animals,2006-03-17,Australia,Crowdfunding,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
908,Simone e Simaria,11300000,4474548691,224,Music,2012-04-22,UK,AdSense,hILaRiOuS comEdy skEtches!
909,Single Track Stud>io,11300000,4462580470,1719,Entertainment,2010-03-17,Italy,Super Chat,GaMiNG Content fOr everyOne!
910,Capta'inSparklez,11300000,3924274232,5501,Gaming,2010-06-23,UAE,Sponsorship,LeaRn tO cOOk dELicious Meals!
911,Tia;na,11300000,3176486598,997,Entertainment,2015-09-26,South Korea,Super Chat,ThE InflUENcE oF tHE NBA iN PoP culTURE!
912,Quantum Tech HD,11300000,3594122308,392,Science & Technology,2015-03-25,South Africa,Super Chat,blind-person explores technological innovations that enhance accessibility.
913,Ya - Alisa,11300000,2127059635,332,People & Blogs,2015-10-15,Germany,Crowdfunding,BeHINd ThE ScENEs wiTH  A reAl TV CEO!
914,Jaiden Animatio{ns,11300000,2116631957,101,Film & Animation,2014-08-02,Poland,Super Chat,eXpLoRINg the WonDERs of AI AnD NASA!
915,Ben Azelart,11300000,2294003189,236,Film & Animation,2014-02-23,Sweden,Merchandising,hOrrOR stories thAt will sCARE you!
916,Y@oga With Adriene,11300000,1188547722,649,Howto & Style,2012-05-19,Canada,AdSense,hOrrOR stories thAt will sCARE you!
917,The Viral Fever,11200000,1656301737,433,Entertainment,2011-09-18,Poland,Sponsorship,LeaRn tO cOOk dELicious Meals!
918,Lofi Gi:rl,11200000,1311726533,328,Music,2015-09-19,UAE,Crowdfunding,BESt TUTORials foR BEGINNERS.
919,Mar.ta and Rustam,11200000,12481668186,390,Comedy,2021-05-23,Thailand,Sponsorship,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
920,ChainsmokersVEVO,11200000,11415809929,231,Music,2012-04-16,UAE,Crowdfunding,BESt TUTORials foR BEGINNERS.
921,Sen Mo&mo Ai & Shii,11200000,7625038147,3216,People & Blogs,2006-06-26,China,Membership,BeHINd ThE ScENEs wiTH  A reAl TV CEO!
922,AlAra/biya العربية,11200000,5892643162,129135,People & Blogs,2006-12-04,Russia,Merchandising,fUNnY Memes and REactions!
923,DemiLovato%VEVO,11200000,5543363992,201,Music,2009-04-28,Sweden,Sponsorship,sciENCe and TecH foR everyoNe!
924,C*ut,11200000,4846700433,1738,Entertainment,2014-06-28,Spain,Merchandising,THe RiSe of HTML AnD CSS IN ModeRN deSiGN!
925,Toys ^Make Me Smile,11200000,4562854224,102,Entertainment,2015-07-06,France,Crowdfunding,BESt TUTORials foR BEGINNERS.
926,Franco Escamilla,11200000,3344578049,2053,Comedy,2007-04-17,Argentina,AdSense,fOLLow for daiLY VLOGS!
927,Avocado Couple I Crazy Comics,11200000,3138496496,660,Film & Animation,2018-12-26,Australia,Sponsorship,uNderground Hip-Hop and Music trends!
928,Fortnite,11200000,2123231155,792,Gaming,2014-11-24,Argentina,Sponsorship,NexT-GEn AI breAkThroughS ShaPINg oUr World!
929,luzugames,11200000,1978138747,2882,Gaming,2013-06-09,Mexico,Merchandising,cREAtive Art and DIY Projects!
930,Magic Five),11200000,1753589438,405,Entertainment,2016-10-14,Canada,Membership,yOU woN'T beLieve tHEse prankS!
931,El Rincón De Giorgio,11200000,1543663972,551,Entertainment,2013-09-24,Australia,AdSense,eXpLoRINg the WonDERs of AI AnD NASA!
932,Pastor Antônio Júnior,11200000,1646248092,3624,People & Blogs,2013-05-26,Spain,Merchandising,A gREAT pLACE To wAtCh FIlmS.
933,CarryisLive,11200000,1371995657,893,Gaming,2017-07-25,France,Super Chat,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
934,MaJa Tv Moral Stories Fa[iry Tales,11100000,4132213251,449,Entertainment,2017-07-17,Australia,Sponsorship,hILaRiOuS comEdy skEtches!
935,F#unToys Collector Disney Toys Review,11100000,15050447314,2910,Entertainment,2011-01-06,Japan,Merchandising,BESt TUTORials foR BEGINNERS.
936,D%isneyJuniorUK,11100000,12321708693,2799,Entertainment,2010-01-21,India,Merchandising,NASA AND AI: ThE FuTURE of spACe exploratION!
937,Morph+le TV,11100000,7586526902,1126,Entertainment,2011-05-18,South Africa,Merchandising,wEird fActs aND ExPERiments!
938,Chotoonz TV - Funny Cartoons for Kids,11100000,7015448647,1797,Film & Animation,2013-03-22,Saudi Arabia,Membership,hILaRiOuS comEdy skEtches!
939,penguinz0,11100000,5768785195,3952,Gaming,2007-07-16,Canada,Sponsorship,ALL about SPOrts and fitness!
940,ToysPlay,11100000,7000333135,397,Entertainment,2015-01-25,France,AdSense,Top 10 MoVie rEviews!
941,Pari's Lifestyle,11100000,6680703649,356,People & Blogs,2018-09-12,France,Super Chat,NexT-GEn AI breAkThroughS ShaPINg oUr World!
942,C}omedy Central,11100000,6297139999,5841,Comedy,2006-04-04,South Korea,Merchandising,uNderground Hip-Hop and Music trends!
943,Sky Does =Everything,11100000,3823868578,2101,Music,2011-01-19,Japan,AdSense,NexT-GEn AI breAkThroughS ShaPINg oUr World!
944,BakLol Video,11100000,3250851179,257,Entertainment,2016-04-08,Canada,Super Chat,InSIDeR lOOk at a VIP YouTube CreatOR!
945,Genius,11100000,2891052624,2797,Music,2011-08-24,UAE,Sponsorship,fOLLow for daiLY VLOGS!
946,Mo Vlogs,11100000,2933099311,1906,People & Blogs,2013-11-02,Indonesia,Super Chat,hILaRiOuS comEdy skEtches!
947,The Film Theorists,11100000,2242892562,355,Film & Animation,2014-12-06,Poland,Sponsorship,cREAtive Art and DIY Projects!
948,bharatzkitchen HI*NDI,11100000,1903304025,626,Howto & Style,2016-04-03,USA,Merchandising,A gREAT pLACE To wAtCh FIlmS.
949,Mrwhosetheboss,11100000,1793692542,1435,Science & Technology,2011-11-17,Turkey,Membership,TeCH REVIEWS and more!
950,Acenix,11100000,1606057806,259,Gaming,2014-02-26,France,Membership,sciENCe and TecH foR everyoNe!
951,Hel]lomaphieMX,11100000,1584174173,382,Howto & Style,2013-02-19,Australia,Membership,Top 10 MoVie rEviews!
952,Vir}gínia Fonseca,11100000,1246793263,1047,People & Blogs,2016-11-12,Saudi Arabia,Membership,InSIDeR lOOk at a VIP YouTube CreatOR!
953,Barb'ie,11000000,3703938514,2411,Entertainment,2005-06-06,Argentina,Sponsorship,InSIDeR lOOk at a VIP YouTube CreatOR!
954,Inside Edition,11000000,19367966533,27156,News & Politics,2012-04-11,UK,Super Chat,This channel is dedicated to a deaf-person discussing policies that impact accessibility.
955,Flowers Comedy,11000000,9521653019,8840,Entertainment,2015-01-03,Brazil,Crowdfunding,eXpLoRINg the WonDERs of AI AnD NASA!
956,Flamingo,11000000,8874980800,2196,Gaming,2017-04-20,Australia,Sponsorship,aMAZING trAvel vlogs wOrldWide!
957,^Doja Cat,11000000,5459891400,25,Music,2018-09-21,Spain,Membership,ALL about SPOrts and fitness!
958,Tyga?,11000000,5211071220,160,Music,2009-03-28,South Africa,Super Chat,eXpLoRINg the WonDERs of AI AnD NASA!
959,Emily Tube,11000000,4040393626,770,Entertainment,2014-04-26,Indonesia,AdSense,NASA AND AI: ThE FuTURE of spACe exploratION!
960,ExplosmEntertainme*nt,11000000,3685664468,1048,Comedy,2009-11-08,South Africa,AdSense,eXpLoRINg the WonDERs of AI AnD NASA!
961,Coisa d/e Nerd,11000000,3419435728,1962,Gaming,2009-12-02,Russia,Sponsorship,InSIDeR lOOk at a VIP YouTube CreatOR!
962,Taylor RS,11000000,3306502621,1845,Gaming,2016-05-15,Argentina,AdSense,yOU woN'T beLieve tHEse prankS!
963,unknown boy varun!,11000000,3263285883,193,Music,2016-09-03,China,AdSense,yOU woN'T beLieve tHEse prankS!
964,Viih Tube,11000000,886497694,505,People & Blogs,2013-04-24,Mexico,Merchandising,LeaRn tO cOOk dELicious Meals!
965,OYUNCAKOYNUYORUM,10900000,9948474904,791,Entertainment,2016-04-02,USA,Super Chat,A gREAT pLACE To wAtCh FIlmS.
966,Brancoala,10900000,7934725886,1685,Entertainment,2008-01-08,Canada,Sponsorship,LiVe sTREams aBout gAming!
967,핑크퐁 (인기 ]동요・동화),10900000,6663450148,2726,Education,2014-12-26,Italy,Super Chat,ToP 5 TV sHowS EveRYonE Is WatcHINg right NoW!
968,OGG|Y,10900000,5589104660,920,Film & Animation,2014-05-12,South Africa,Crowdfunding,cREAtive Art and DIY Projects!
969,+JP Plays,10900000,4609300218,3528,Gaming,2014-02-12,Saudi Arabia,Membership,hOrrOR stories thAt will sCARE you!
970,TrapMusicHDTV,10900000,4070521973,690,Music,2013-07-09,South Africa,Membership,fOLLow for daiLY VLOGS!
971,Games EduUu,10900000,3093784767,1006,Gaming,2011-10-23,Mexico,Merchandising,BESt TUTORials foR BEGINNERS.
972,Huevo Frito,10900000,3040301750,831,Gaming,2012-06-06,Turkey,Crowdfunding,ALL about SPOrts and fitness!
973,Dobre Brot)hers,10900000,2808411693,590,People & Blogs,2017-09-24,Poland,AdSense,BeHINd ThE ScENEs wiTH  A reAl TV CEO!
